Nombre,Tipo,Cantidad de libros,Cantidad de artículos,Cantidad de usuarios,Cantidad de proyectos,Cantidad de repositorios,Total
Gauche Scheme implementation,pl,0,0,61,0,0.0,61.0
PL360,pl,1,0,60,0,0.0,61.0
Hook,pl,0,0,61,0,0.0,61.0
Txt2tags,textMarkup,0,0,61,0,0.0,61.0
Parser 3,pl,0,0,61,0,0.0,61.0
Document Structure Description,xmlFormat,0,0,61,0,0.0,61.0
Zimpl,pl,0,0,1,0,60.0,61.0
Corman Common Lisp,pl,0,0,61,0,0.0,61.0
Frink,pl,0,0,61,0,0.0,61.0
Ecological Metadata Language,xmlFormat,0,0,60,0,0.0,60.0
DAML+OIL,pl,0,0,60,0,0.0,60.0
PALcode,isa,0,0,60,0,0.0,60.0
muMath,pl,0,0,60,0,0.0,60.0
EUMEL,pl,0,0,60,0,0.0,60.0
Stratego/XT,grammarLanguage,0,0,60,0,0.0,60.0
SIMPLE,pl,0,0,60,0,0.0,60.0
XCore Architecture,isa,0,0,60,0,0.0,60.0
Averest,pl,0,0,60,0,0.0,60.0
BASIC A+,pl,0,0,60,0,0.0,60.0
PICT,pl,0,0,60,0,0.0,60.0
DragonBASIC,pl,0,0,60,0,0.0,60.0
Janus,pl,0,0,60,0,0.0,60.0
LISP 2,pl,0,0,60,0,0.0,60.0
Ratfiv,pl,0,0,60,0,0.0,60.0
Apple BASIC,pl,0,0,60,0,0.0,60.0
Kaleidoscope,pl,0,0,60,0,0.0,60.0
Visual Smalltalk Enterprise,pl,0,0,60,0,0.0,60.0
APLX,pl,0,0,60,0,0.0,60.0
ABSET,pl,0,0,60,0,0.0,60.0
Agora,pl,0,0,60,0,0.0,60.0
MapBasic,pl,0,0,60,0,0.0,60.0
TMG,grammarLanguage,0,0,60,0,0.0,60.0
Mallard BASIC,pl,0,0,60,0,0.0,60.0
Langage Sans Espoir,pl,0,0,60,0,0.0,60.0
Mortran,pl,0,0,60,0,0.0,60.0
Lazy ML,pl,0,0,60,0,0.0,60.0
Advanced Continuous Simulation Language,pl,0,0,60,0,0.0,60.0
PV-Wave,pl,0,0,60,0,0.0,60.0
Pnuts,pl,0,0,60,0,0.0,60.0
COWSEL,pl,0,0,60,0,0.0,60.0
S3,pl,0,0,60,0,0.0,60.0
Plus,pl,0,0,60,0,0.0,60.0
Beta BASIC,pl,0,0,60,0,0.0,60.0
XBLite,pl,0,0,60,0,0.0,60.0
TOM object-oriented,pl,0,0,60,0,0.0,60.0
Blacklight,pl,0,0,59,0,0.0,59.0
Small,pl,4,0,55,0,0.0,59.0
toki sona,pl,0,0,59,0,0.0,59.0
flame-ir,ir,0,0,59,0,0.0,59.0
Avail,pl,0,0,59,0,0.0,59.0
CokeScript,pl,0,0,58,0,0.0,58.0
phorth,pl,0,0,58,0,0.0,58.0
jiyu,pl,0,0,58,0,0.0,58.0
fp,pl,0,0,57,0,0.0,57.0
Toi,pl,0,0,57,0,0.0,57.0
Nickle,pl,0,0,56,0,0.0,56.0
RascalMPL,pl,0,0,56,0,0.0,56.0
D4,pl,0,1,55,0,0.0,56.0
Little b,pl,0,0,56,0,0.0,56.0
Flapjax,pl,0,0,56,0,0.0,56.0
Sugar,pl,0,0,56,0,0.0,56.0
Spice Lisp,pl,0,0,55,0,0.0,55.0
Data Access Language,pl,0,0,55,0,0.0,55.0
CMS Pipelines,pl,0,0,55,0,0.0,55.0
PROMAL,pl,0,0,55,0,0.0,55.0
XOTcl,pl,0,0,55,0,0.0,55.0
SA-C,pl,0,0,55,0,0.0,55.0
O-Matrix,pl,0,0,55,0,0.0,55.0
EXEC 2,pl,0,0,55,0,0.0,55.0
Joe-E,pl,0,0,55,0,0.0,55.0
IAL,pl,0,0,55,0,0.0,55.0
CheetahTemplate,template,0,0,55,0,0.0,55.0
CorVision,pl,0,0,55,0,0.0,55.0
Mary,pl,0,0,55,0,0.0,55.0
json->url,jsonFormat,0,0,55,0,0.0,55.0
Fully Automated Compiling Technique,pl,0,0,55,0,0.0,55.0
Zonnon,pl,0,0,55,0,0.0,55.0
Vilnius BASIC,pl,0,0,55,0,0.0,55.0
APSE,pl,0,0,55,0,0.0,55.0
Harwell-Boeing file format,textDataFormat,0,0,55,0,0.0,55.0
SPITBOL,pl,0,0,55,0,0.0,55.0
CFScript,pl,0,0,55,0,0.0,55.0
BANCStar,pl,0,0,55,0,0.0,55.0
CGOL,pl,0,0,55,0,0.0,55.0
ZENO,pl,0,0,55,0,0.0,55.0
Action Code Script,pl,0,0,55,0,0.0,55.0
GEORGE,pl,0,0,55,0,0.0,55.0
XGMML,pl,0,0,55,0,0.0,55.0
BEFLIX,pl,0,0,55,0,0.0,55.0
TScript,pl,0,0,55,0,0.0,55.0
Service Modeling Language,pl,0,0,55,0,0.0,55.0
CodeGear Delphi,pl,0,0,55,0,0.0,55.0
FILETAB,pl,0,0,55,0,0.0,55.0
euboea,pl,0,0,54,0,0.0,54.0
Parlog,pl,4,0,50,0,0.0,54.0
WLambda,pl,0,0,53,0,0.0,53.0
Z,pl,0,2,51,0,0.0,53.0
DEVIL,pl,0,3,50,0,0.0,53.0
Genero Business Development Language,pl,0,0,0,0,52.0,52.0
Statsplorer,visual,0,0,52,0,0.0,52.0
Draco,pl,0,2,50,0,0.0,52.0
CobolScript,pl,0,0,51,0,0.0,51.0
Matrix Market Coordinate Format,textDataFormat,0,0,51,0,0.0,51.0
PhyloXML,xmlFormat,0,0,51,0,0.0,51.0
ELAN,pl,0,0,51,0,0.0,51.0
zlang,pl,0,0,51,0,0.0,51.0
Rebeca Modeling Language,pl,0,0,51,0,0.0,51.0
ten,pl,0,0,50,0,0.0,50.0
AIL,ir,0,0,50,0,0.0,50.0
TELCOMP,pl,0,0,50,0,0.0,50.0
Nuprl,pl,0,0,50,0,0.0,50.0
ABSYS,pl,0,0,50,0,0.0,50.0
nulan,pl,0,0,50,0,0.0,50.0
KL0,pl,0,0,50,0,0.0,50.0
CHIP,pl,0,0,50,0,0.0,50.0
cql,pl,0,0,50,0,0.0,50.0
Uniform eXchange Format,dataNotation,0,0,50,0,0.0,50.0
ObjectLOGO,pl,0,0,50,0,0.0,50.0
OEM,schema,0,0,50,0,0.0,50.0
LYaPAS,pl,0,0,50,0,0.0,50.0
Ikarus Scheme implementation,pl,0,0,50,0,0.0,50.0
SYMPL,pl,0,0,50,0,0.0,50.0
Object-Z,pl,0,0,50,0,0.0,50.0
FpgaC,pl,0,0,50,0,0.0,50.0
Rexon,pl,0,0,50,0,0.0,50.0
ZBasic,pl,0,0,50,0,0.0,50.0
Ruby Document format,textMarkup,0,0,50,0,0.0,50.0
Visual DataFlex,pl,0,0,50,0,0.0,50.0
SP/k,pl,0,0,50,0,0.0,50.0
ZOPL,pl,0,0,50,0,0.0,50.0
ROOP,pl,0,0,50,0,0.0,50.0
PL-11,pl,0,0,50,0,0.0,50.0
IBM HAScript,pl,0,0,50,0,0.0,50.0
DATATRIEVE,queryLanguage,0,0,50,0,0.0,50.0
z80,assembly,0,0,50,0,0.0,50.0
Laning and Zierler system,pl,0,0,50,0,0.0,50.0
QUTE,pl,0,0,50,0,0.0,50.0
MetaComCo,pl,0,0,50,0,0.0,50.0
SAOL,pl,0,0,50,0,0.0,50.0
Kermeta,pl,0,3,46,0,0.0,49.0
zl,pl,0,0,49,0,0.0,49.0
winxed,pl,0,0,49,0,0.0,49.0
neeilang,pl,0,0,49,0,0.0,49.0
Omgrofl,esolang,0,0,44,0,3.0,47.0
Frost,pl,0,0,47,0,0.0,47.0
Hot Cocoa Lisp,pl,0,0,47,0,0.0,47.0
System 2,pl,0,0,46,0,0.0,46.0
PLEXIL,pl,0,0,46,0,0.0,46.0
Texy!,textMarkup,0,0,46,0,0.0,46.0
Interactive C Interpreter,pl,0,0,46,0,0.0,46.0
AIML,dataNotation,0,0,46,0,0.0,46.0
Parrot Assembly,assembly,0,0,45,0,1.0,46.0
huginn,pl,0,0,46,0,0.0,46.0
Extensible Embeddable Language,pl,0,0,45,0,0.0,45.0
RTL/2,pl,0,0,45,0,0.0,45.0
Toy,pl,0,0,45,0,0.0,45.0
NELIAC,pl,0,0,45,0,0.0,45.0
Lithe,pl,0,0,45,0,0.0,45.0
Southampton BASIC System,pl,0,0,45,0,0.0,45.0
SAM76,pl,0,0,45,0,0.0,45.0
StarOffice Basic,pl,0,0,45,0,0.0,45.0
M2001,pl,0,0,45,0,0.0,45.0
File Oriented Interpretive Language,pl,0,0,45,0,0.0,45.0
SuperTalk,pl,0,0,45,0,0.0,45.0
Nested Context Language,xmlFormat,0,0,45,0,0.0,45.0
ALCOR,pl,0,0,45,0,0.0,45.0
Larceny Scheme implementation,pl,0,0,45,0,0.0,45.0
Acornsoft Logo,pl,0,0,45,0,0.0,45.0
Nuua,pl,0,0,45,0,0.0,45.0
MacBASIC,pl,0,0,45,0,0.0,45.0
BASIC09,pl,0,0,45,0,0.0,45.0
Napier88,pl,0,0,45,0,0.0,45.0
Basic4GL,pl,0,0,45,0,0.0,45.0
GNU E,pl,0,0,45,0,0.0,45.0
remix,pl,0,0,45,0,0.0,45.0
Kid templating language,template,0,0,45,0,0.0,45.0
MacroML,pl,0,0,45,0,0.0,45.0
ALGOL 68-R,pl,0,0,45,0,0.0,45.0
ShEx,grammarLanguage,0,0,45,0,0.0,45.0
Urbiscript,pl,0,0,45,0,0.0,45.0
MakeDoc,textMarkup,0,0,45,0,0.0,45.0
Namespace-based Validation Dispatching Language,xmlFormat,0,0,45,0,0.0,45.0
JAWS Scripting Language,pl,0,0,45,0,0.0,45.0
FX-87,pl,0,0,45,0,0.0,45.0
Visual DialogScript,pl,0,0,45,0,0.0,45.0
ru,pl,0,0,45,0,0.0,45.0
WCPS,pl,0,0,45,0,0.0,45.0
Data General Business Basic,pl,0,0,45,0,0.0,45.0
WxBasic,pl,0,0,45,0,0.0,45.0
3APL,pl,0,0,45,0,0.0,45.0
DDML,xmlFormat,0,0,45,0,0.0,45.0
COFFEE Cinema 4D,pl,0,0,45,0,0.0,45.0
LEXX,editor,0,0,45,0,0.0,45.0
Schema for Object-Oriented XML,xmlFormat,0,0,45,0,0.0,45.0
Enterprise Mashup Markup Language,pl,0,0,45,0,0.0,45.0
XDR Schema,xmlFormat,0,0,45,0,0.0,45.0
CLPR,pl,0,0,45,0,0.0,45.0
Đ,pl,0,0,44,0,0.0,44.0
Mudlle,pl,0,0,43,0,0.0,43.0
Alphard,pl,0,3,40,0,0.0,43.0
cytosol,pl,0,0,43,0,0.0,43.0
Aith,pl,0,0,43,0,0.0,43.0
Business Object Notation,notation,0,0,41,0,0.0,41.0
gura,pl,0,0,41,0,0.0,41.0
Little Implementation Language,pl,0,0,41,0,0.0,41.0
IpTables Rope,pl,0,0,41,0,0.0,41.0
XPL0,pl,0,0,40,0,0.0,40.0
CYBIL,pl,0,0,40,0,0.0,40.0
B32 Business Basic,pl,0,0,40,0,0.0,40.0
Snit,pl,0,0,40,0,0.0,40.0
NCAR Command Language,pl,0,0,40,0,0.0,40.0
CommonLoops,pl,0,0,40,0,0.0,40.0
Operational Control Language,pl,0,0,40,0,0.0,40.0
MACRO-10,pl,0,0,40,0,0.0,40.0
System Automatycznego Kodowania Operacji,pl,0,0,40,0,0.0,40.0
Insitux,pl,0,0,40,0,0.0,40.0
Datapoint's Advanced Systems Language,pl,0,0,40,0,0.0,40.0
FORMAC,pl,0,0,40,0,0.0,40.0
Judoscript,pl,0,0,40,0,0.0,40.0
Jet Propulsion Laboratory Display Information System,pl,0,0,40,0,0.0,40.0
Elliott ALGOL,pl,0,0,40,0,0.0,40.0
o:XML,pl,0,0,40,0,0.0,40.0
SdlBasic,pl,0,0,40,0,0.0,40.0
AMBIT,pl,0,0,40,0,0.0,40.0
MARIA XML,xmlFormat,0,0,40,0,0.0,40.0
TACPOL,pl,0,0,40,0,0.0,40.0
Visual Tool Markup Language,pl,0,0,40,0,0.0,40.0
BRUIN,pl,0,0,40,0,0.0,40.0
Lagoona,pl,0,0,40,0,0.0,40.0
Adenine,pl,0,0,40,0,0.0,40.0
icarus,pl,0,0,40,0,0.0,40.0
Scriptol,pl,0,0,40,0,0.0,40.0
Chrome,pl,0,0,40,0,0.0,40.0
CLX,pl,0,0,40,0,0.0,40.0
Sort Merge Generator,pl,0,0,40,0,0.0,40.0
CSpydr,pl,0,0,40,0,0.0,40.0
Extended ML,pl,0,0,40,0,0.0,40.0
Yakou Lang,pl,0,0,39,0,0.0,39.0
tangledown,template,0,0,38,0,0.0,38.0
Alumina,pl,0,0,38,0,0.0,38.0
GLMS,pl,0,0,38,0,0.0,38.0
UCG,dataNotation,0,0,38,0,0.0,38.0
Typecast.js,pl,0,0,38,0,0.0,38.0
Curly,pl,0,0,38,0,0.0,38.0
Truth,dataNotation,0,0,37,0,0.0,37.0
Cane,musicalNotation,0,0,37,0,0.0,37.0
Rye,pl,0,0,37,0,0.0,37.0
NXT-G,pl,2,0,35,0,0.0,37.0
R2ML,xmlFormat,0,0,36,0,0.0,36.0
Ham,pl,0,0,36,0,0.0,36.0
sill,pl,0,0,36,0,0.0,36.0
ThingLab,pl,0,0,35,0,0.0,35.0
Daplex,pl,0,0,35,0,0.0,35.0
GRML,pl,0,0,35,0,0.0,35.0
FLACC,pl,0,0,35,0,0.0,35.0
Ramis software,pl,0,0,35,0,0.0,35.0
OpenComal,pl,0,0,35,0,0.0,35.0
Robic,pl,0,0,35,0,0.0,35.0
51forth,pl,0,0,35,0,0.0,35.0
Concurrent METATEM,pl,0,0,35,0,0.0,35.0
LispMe,pl,0,0,35,0,0.0,35.0
VlibTemplate,template,0,0,35,0,0.0,35.0
Met-English,pl,0,0,35,0,0.0,35.0
Object Oberon,pl,0,0,35,0,0.0,35.0
Creative Basic,pl,0,0,35,0,0.0,35.0
Nord Programming Language,pl,0,0,35,0,0.0,35.0
Business application language,pl,0,0,35,0,0.0,35.0
WSFN,pl,0,0,35,0,0.0,35.0
DIANA,ir,0,0,35,0,0.0,35.0
CEEMAC,pl,0,0,35,0,0.0,35.0
Cesil,pl,0,0,35,0,0.0,35.0
QUIKSCRIPT,pl,0,0,35,0,0.0,35.0
JSML,xmlFormat,0,0,35,0,0.0,35.0
SYMBOLIC ASSEMBLY,assembly,0,0,35,0,0.0,35.0
SheerPower4GL,pl,0,0,35,0,0.0,35.0
FastTrack Scripting Host,pl,0,0,35,0,0.0,35.0
Galaksija BASIC,pl,0,0,35,0,0.0,35.0
ALGOL N,pl,0,0,35,0,0.0,35.0
Invisible XML,grammarLanguage,0,0,35,0,0.0,35.0
Xidoc,textMarkup,0,0,35,0,0.0,35.0
ObjectPAL,pl,0,0,35,0,0.0,35.0
FleXML,pl,0,0,35,0,0.0,35.0
IITRAN,pl,0,0,35,0,0.0,35.0
CA-Realizer,pl,0,0,35,0,0.0,35.0
OWBasic,pl,0,0,35,0,0.0,35.0
Smalltalk MT,pl,0,0,35,0,0.0,35.0
Cambridge Algebra System,pl,0,0,35,0,0.0,35.0
PACT I,pl,0,0,35,0,0.0,35.0
BuddyScript,pl,0,0,35,0,0.0,35.0
MINC,pl,0,0,35,0,0.0,35.0
Phoenix Object Basic,pl,0,0,35,0,0.0,35.0
ApeScript,pl,0,0,35,0,0.0,35.0
tuplemarkup,textMarkup,0,0,35,0,0.0,35.0
IPTSCRAE,pl,0,0,35,0,0.0,35.0
daonode,pl,0,0,34,0,0.0,34.0
Nasal,pl,0,0,1,0,32.0,33.0
neutron,pl,0,0,33,0,0.0,33.0
Project Mentat,queryLanguage,0,0,33,0,0.0,33.0
REDUCE,pl,2,0,31,0,0.0,33.0
RustScript,pl,0,0,32,0,0.0,32.0
rel-lang,pl,0,0,32,0,0.0,32.0
nylo,pl,0,0,32,0,0.0,32.0
badlanguage,pl,0,0,32,0,0.0,32.0
r3,pl,0,0,32,0,0.0,32.0
Tefkat,pl,0,0,31,0,0.0,31.0
Dixy,dataNotation,0,0,31,0,0.0,31.0
shadama,pl,0,0,31,0,0.0,31.0
rio,pl,0,0,31,0,0.0,31.0
kumir,pl,0,0,31,0,0.0,31.0
CLiX markup,xmlFormat,0,0,31,0,0.0,31.0
mawk,pl,0,0,31,0,0.0,31.0
Treelang,pl,0,0,30,0,0.0,30.0
XMTC,pl,0,0,30,0,0.0,30.0
APE100,pl,0,0,30,0,0.0,30.0
IBM Rational SQABasic,pl,0,0,30,0,0.0,30.0
BASIC-11,pl,0,0,30,0,0.0,30.0
RASP,pl,0,0,30,0,0.0,30.0
Multi-User Forth,pl,0,0,30,0,0.0,30.0
AlphaBasic,pl,0,0,30,0,0.0,30.0
PS-algol,pl,0,0,30,0,0.0,30.0
BasicX,pl,0,0,30,0,0.0,30.0
LEAP,pl,0,0,30,0,0.0,30.0
CaPSL,pl,0,0,30,0,0.0,30.0
KonsolScript,pl,0,0,30,0,0.0,30.0
CorbaScript,pl,0,0,30,0,0.0,30.0
Tiger-BASIC,pl,0,0,30,0,0.0,30.0
SBASIC,pl,0,0,30,0,0.0,30.0
NorthStar BASIC,pl,0,0,30,0,0.0,30.0
Bywater BASIC,pl,0,0,30,0,0.0,30.0
RunRev,pl,0,0,30,0,0.0,30.0
Compact Application Solution Language,pl,0,0,30,0,0.0,30.0
BASIC-E,pl,0,0,30,0,0.0,30.0
FXScript,pl,0,0,30,0,0.0,30.0
RicScript,pl,0,0,30,0,0.0,30.0
ProSet,pl,0,0,30,0,0.0,30.0
Quaint,textMarkup,0,0,30,0,0.0,30.0
UniVerse,pl,0,0,30,0,0.0,30.0
Batari Basic,pl,0,0,30,0,0.0,30.0
DAP FORTRAN,pl,0,0,30,0,0.0,30.0
Project MAC’s SYmbolic MAnipulator,pl,0,0,30,0,0.0,30.0
KavaScript,pl,0,0,29,0,0.0,29.0
jedlang,pl,0,0,29,0,0.0,29.0
Plaid,pl,0,0,29,0,0.0,29.0
gintonic,queryLanguage,0,0,29,0,0.0,29.0
Bizubee,pl,0,0,29,0,0.0,29.0
swizzle,esolang,0,0,29,0,0.0,29.0
SQRL,queryLanguage,0,0,28,0,0.0,28.0
Minilang,interpreter,0,0,28,0,0.0,28.0
emerald-lang,pl,0,0,27,0,0.0,27.0
adamant,pl,0,0,27,0,0.0,27.0
runiq,pl,0,0,27,0,0.0,27.0
Zimbu,pl,0,0,26,0,0.0,26.0
nirvana,pl,0,0,26,0,0.0,26.0
JSON-stat,jsonFormat,0,0,26,0,0.0,26.0
Octune,pl,0,0,26,0,0.0,26.0
Xupdate,pl,0,0,25,0,0.0,25.0
ISETL,pl,0,0,25,0,0.0,25.0
Multi-user BASIC,pl,0,0,25,0,0.0,25.0
Dern,pl,0,0,25,0,0.0,25.0
20-GATE,pl,0,0,25,0,0.0,25.0
Parrot BASIC,pl,0,0,25,0,0.0,25.0
t-lang,pl,0,0,25,0,0.0,25.0
truck,pl,0,0,25,0,0.0,25.0
orca,pl,0,0,25,0,0.0,25.0
funl,pl,0,0,25,0,0.0,25.0
Baby modula-3,pl,0,0,25,0,0.0,25.0
X-BASIC,pl,0,0,25,0,0.0,25.0
BlitzPlus,pl,0,0,25,0,0.0,25.0
High Tech BASIC,pl,0,0,25,0,0.0,25.0
Hummingbird QuickScript,pl,0,0,25,0,0.0,25.0
mlpolyr,pl,0,0,25,0,0.0,25.0
carth,pl,0,0,25,0,0.0,25.0
Tymshare SuperBasic,pl,0,0,25,0,0.0,25.0
Hbasic,pl,0,0,25,0,0.0,25.0
Xbasic,pl,0,0,25,0,0.0,25.0
SimCode,pl,0,0,25,0,0.0,25.0
blz,pl,0,0,25,0,0.0,25.0
nianiolang,pl,0,0,24,0,0.0,24.0
blur-markup-language,textMarkup,0,0,23,0,0.0,23.0
Riff,pl,0,0,23,0,0.0,23.0
Blue,pl,1,7,15,0,0.0,23.0
ramen,pl,0,0,23,0,0.0,23.0
Maude,pl,0,23,0,0,0.0,23.0
formality,pl,0,0,23,0,0.0,23.0
flua,pl,0,0,23,0,0.0,23.0
JSFuck,esolang,0,0,22,0,0.0,22.0
Boogie,pl,0,0,1,0,21.0,22.0
GHC,compiler,0,0,21,0,0.0,21.0
Firefox,webBrowser,0,0,21,0,0.0,21.0
MathType,application,0,0,21,0,0.0,21.0
DomainKeys Identified Mail,standard,0,0,21,0,0.0,21.0
SpiderMonkey,vm,0,0,21,0,0.0,21.0
root-format,binaryDataFormat,0,0,21,0,0.0,21.0
alfred,pl,0,0,21,0,0.0,21.0
PSYCO,grammarLanguage,0,0,21,0,0.0,21.0
ZIM Format,binaryDataFormat,0,0,21,0,0.0,21.0
LSP,protocol,0,0,21,0,0.0,21.0
XGBoost,library,0,0,21,0,0.0,21.0
Boost C++ libraries,library,0,0,21,0,0.0,21.0
Linoleum (L.in.oleum),pl,0,0,21,0,0.0,21.0
WebKit,browserEngine,0,0,21,0,0.0,21.0
GeoGebra,application,0,0,21,0,0.0,21.0
GCC,compiler,0,0,21,0,0.0,21.0
Allegro Common Lisp,pl,0,0,21,0,0.0,21.0
JS++,pl,0,0,21,0,0.0,21.0
PCrap,pl,0,0,21,0,0.0,21.0
RigC,pl,0,0,21,0,0.0,21.0
YAMP,dataNotation,0,0,21,0,0.0,21.0
parasail,pl,0,0,21,0,0.0,21.0
Citrine,pl,0,0,21,0,0.0,21.0
parquet,binaryDataFormat,0,0,21,0,0.0,21.0
Docker,application,0,0,21,0,0.0,21.0
JMAP,protocol,0,0,21,0,0.0,21.0
Oracle Java,pl,0,0,21,0,0.0,21.0
Gofer,pl,0,0,20,0,0.0,20.0
Programming Language for the University of Maryland,pl,0,0,20,0,0.0,20.0
IMac,computingMachine,0,0,20,0,0.0,20.0
Definite clause grammar,grammarLanguage,0,0,20,0,0.0,20.0
HLASM,assembly,0,0,20,0,0.0,20.0
ZPL,pl,0,0,20,0,0.0,20.0
Language for Your Remote Instruction by Computer,pl,0,0,20,0,0.0,20.0
Rosetta-2,pl,0,0,20,0,0.0,20.0
Gauss Flux Formula,equation,0,0,20,0,0.0,20.0
Interscript,textMarkup,0,0,20,0,0.0,20.0
mint,pl,0,0,1,0,19.0,20.0
ISO 8601,standard,0,0,20,0,0.0,20.0
HCCB,barCodeFormat,0,0,20,0,0.0,20.0
Coulomb's Equation,equation,0,0,20,0,0.0,20.0
Steinberg Cubase,application,0,0,20,0,0.0,20.0
Faraday's Induction Equation,equation,0,0,20,0,0.0,20.0
Gauss Magnetism Formula,equation,0,0,20,0,0.0,20.0
Nyquist,pl,0,0,20,0,0.0,20.0
WATBOL,compiler,0,0,20,0,0.0,20.0
Cotton,pl,0,0,20,0,0.0,20.0
Gecko,browserEngine,0,0,20,0,0.0,20.0
Roman numerals,numeralSystem,0,0,20,0,0.0,20.0
Roman abacus,computingMachine,0,0,20,0,0.0,20.0
Pascal's calculator,computingMachine,0,0,20,0,0.0,20.0
Navier-Stokes Equation,equation,0,0,20,0,0.0,20.0
Greek numerals,numeralSystem,0,0,20,0,0.0,20.0
ed,editor,0,0,20,0,0.0,20.0
Arden syntax,dataNotation,0,0,20,0,0.0,20.0
SPARQCode,barCodeFormat,0,0,20,0,0.0,20.0
corescript,pl,0,0,20,0,0.0,20.0
Feynman diagram,notation,0,0,20,0,0.0,20.0
Abacus,computingMachine,0,0,20,0,0.0,20.0
Fast Fourier Transform Equation,equation,0,0,20,0,0.0,20.0
Bit array,dataStructure,0,0,20,0,0.0,20.0
Attic numerals,numeralSystem,0,0,20,0,0.0,20.0
Safari,webBrowser,0,0,20,0,0.0,20.0
Sender Policy Framework,standard,0,0,20,0,0.0,20.0
Swym,pl,0,0,20,0,0.0,20.0
SK8,pl,0,0,20,0,0.0,20.0
Atom,editor,0,0,20,0,0.0,20.0
Apple I,computingMachine,0,0,20,0,0.0,20.0
Ampère's Circuital Equation,equation,0,0,20,0,0.0,20.0
AFS,filesystem,0,0,20,0,0.0,20.0
Address,pl,0,0,20,0,0.0,20.0
Vienna Development Method Specification Language,pl,0,0,20,0,0.0,20.0
Normal Distribution Equation,equation,0,0,20,0,0.0,20.0
ALOHAnet,protocol,0,0,20,0,0.0,20.0
MonoDevelop,editor,0,0,20,0,0.0,20.0
DAD,pl,0,0,20,0,0.0,20.0
Liber Abaci,notation,0,0,20,0,0.0,20.0
Etruscan numerals,numeralSystem,0,0,20,0,0.0,20.0
Device independent file format,binaryDataFormat,0,0,20,0,0.0,20.0
CueCat,barCodeFormat,0,0,20,0,0.0,20.0
Visual J++,pl,0,0,20,0,0.0,20.0
Parasolid,application,0,0,20,0,0.0,20.0
Ingres database,database,0,0,20,0,0.0,20.0
Gravity Equation,equation,0,0,20,0,0.0,20.0
HyperFun,pl,0,0,20,0,0.0,20.0
Kyma,pl,0,0,20,0,0.0,20.0
Macintosh Common Lisp,pl,0,0,20,0,0.0,20.0
Object Definition Language,pl,0,0,20,0,0.0,20.0
ObjVlisp,pl,0,0,20,0,0.0,20.0
strat,pl,0,0,20,0,0.0,20.0
FOAF,xmlFormat,0,0,20,0,0.0,20.0
Amazon Redshift,queryLanguage,0,0,20,0,0.0,20.0
PHIGS,library,0,0,20,0,0.0,20.0
vCard,textDataFormat,0,0,20,0,0.0,20.0
Speech Synthesis Markup Language,xmlFormat,0,0,20,0,0.0,20.0
Namespace Routing Language,xmlFormat,0,0,20,0,0.0,20.0
MathML,xmlFormat,0,0,20,0,0.0,20.0
TI-89 series,pl,0,0,20,0,0.0,20.0
Interpress,textMarkup,0,0,20,0,0.0,20.0
ex,editor,0,0,20,0,0.0,20.0
Common Log Format,textDataFormat,0,0,20,0,0.0,20.0
IPad,computingMachine,0,0,20,0,0.0,20.0
InterPlanetary File System,protocol,0,0,20,0,0.0,20.0
GENSTAT,application,0,0,20,0,0.0,20.0
Euler's Equation,equation,0,0,20,0,0.0,20.0
eqn,textMarkup,0,0,20,0,0.0,20.0
ProbeVue,pl,0,0,20,0,0.0,20.0
ALGOL X,pl,0,0,20,0,0.0,20.0
Energy Momentum Equation,equation,0,0,20,0,0.0,20.0
HEIC,binaryDataFormat,0,0,20,0,0.0,20.0
Lincos,notation,0,0,20,0,0.0,20.0
Molecular Query Language,queryLanguage,0,0,20,0,0.0,20.0
Semi-Thue,grammarLanguage,0,0,20,0,0.0,20.0
FCL,pl,0,0,20,0,0.0,20.0
Superplan,pl,0,0,20,0,0.0,20.0
SHRDLU,application,0,0,20,0,0.0,20.0
BBN-LISP,pl,0,0,20,0,0.0,20.0
RSS,protocol,0,0,20,0,0.0,20.0
STRINGCOMP,pl,0,0,20,0,0.0,20.0
SQUOZE,binaryDataFormat,0,0,20,0,0.0,20.0
Advice Taker,pl,0,0,20,0,0.0,20.0
Setun,computingMachine,0,0,20,0,0.0,20.0
Razor,template,0,0,20,0,0.0,20.0
QFX file format,textDataFormat,0,0,20,0,0.0,20.0
PNG,binaryDataFormat,0,0,20,0,0.0,20.0
Information Theory Equation,equation,0,0,20,0,0.0,20.0
nroff,textMarkup,0,0,20,0,0.0,20.0
Dot Product Equation,equation,0,0,20,0,0.0,20.0
Integral Equation,equation,0,0,20,0,0.0,20.0
Dendral,application,0,0,20,0,0.0,20.0
PL/I,pl,0,0,20,0,0.0,20.0
OpenDoc,protocol,0,0,20,0,0.0,20.0
Schoonschip,pl,0,0,20,0,0.0,20.0
FLANG,pl,0,0,20,0,0.0,20.0
MP3,binaryDataFormat,0,0,20,0,0.0,20.0
Velocity Template Language,template,0,0,20,0,0.0,20.0
Macintosh,computingMachine,0,0,20,0,0.0,20.0
General Activity Simulation Program,pl,0,0,20,0,0.0,20.0
Iota-and-jot,esolang,0,0,20,0,0.0,20.0
p4p,pl,0,0,20,0,0.0,20.0
Little Smalltalk,pl,0,0,20,0,0.0,20.0
Optimization Programming Language,pl,0,0,20,0,0.0,20.0
RPG II,pl,0,0,20,0,0.0,20.0
MacBook Air,computingMachine,0,0,20,0,0.0,20.0
